date,^GSPC,^IXIC,^DJI,^RUT,^IRX,^FVX,^TNX,^TYX,CL=F,GC=F,SI=F,HG=F,NG=F,KRW=X,JPYKRW=X,EURKRW=X,JPY=X,EURUSD=X,DX-Y.NYB,^KS11,^KQ11,^N225,^HSI,000001.SS,^STOXX50E,^GDAXI,^FTSE,^VIX,BTC-USD,TLT,HYG
2025-08-27,6481.3999,21590.1406,45565.2305,2373.8,4.06,3.705,4.238,4.913,64.15,3404.6001,38.689,4.4145,2.867,1393.95,9.4529,1622.73,147.462,1.1639,98.23,3187.1599,801.72,42520.2695,25201.7598,3800.3501,5393.0698,24046.2109,9255.5,14.85,111222.0625,82.8564,76.3791
2025-08-28,6501.8599,21705.1602,45636.8984,2378.4099,4.072,3.696,4.207,4.874,64.6,3431.8,39.19,4.4635,2.944,1392.75,9.4535,1620.9399,147.316,1.1648,97.81,3196.3201,798.43,42828.7891,24998.8203,3843.5969,5396.73,24039.9199,9216.7998,14.43,112544.8047,83.4015,76.4168
2025-08-29,6460.2598,21455.5508,45544.8789,2366.4199,4.043,3.699,4.227,4.917,64.01,3473.7,40.2,4.5185,2.997,1384.41,9.4298,1616.1801,146.79,1.1682,97.77,3186.01,796.91,42718.4688,25077.6191,3857.927,5351.73,23902.2109,9187.2998,15.36,108410.8359,82.8086,76.2753
2025-09-02,6415.54,21279.6309,45295.8086,2352.21,4.032,3.743,4.277,4.971,65.59,3549.3999,41.071,4.5695,3.009,1392.9399,9.4705,1630.91,147.084,1.1716,98.4,3172.3501,794.0,42310.4883,25496.5508,3858.1331,5291.04,23487.3301,9116.7002,17.17,111200.5859,82.1924,76.1929
2025-09-03,6448.2598,21497.7305,45271.2305,2349.97,4.018,3.685,4.211,4.892,63.97,3593.2,41.542,4.5585,3.064,1394.5699,9.3827,1622.65,148.548,1.1636,98.14,3184.4199,796.81,41938.8906,25343.4297,3813.5569,5325.0098,23594.8008,9178.0,16.35,111723.2109,83.0947,76.4014
2025-09-04,6502.0801,21707.6895,45621.2891,2379.6101,3.998,3.653,4.176,4.874,63.48,3565.8,40.911,4.488,3.074,1389.63,9.3899,1620.11,147.98,1.166,98.35,3200.8301,805.42,42580.2695,25058.5098,3765.876,5346.71,23770.3301,9216.9004,15.3,110723.6016,83.7282,76.6099
2025-09-05,6481.5,21700.3906,45400.8594,2391.05,3.91,3.583,4.086,4.775,61.87,3613.2,41.074,4.4825,3.048,1392.0601,9.3823,1621.3199,148.375,1.1657,97.77,3205.1201,811.4,43018.75,25417.9805,3812.5139,5318.1499,23596.9805,9208.2002,15.18,110650.9844,85.0048,76.6478
2025-09-08,6495.1499,21798.6992,45514.9492,2394.8899,3.928,3.57,4.046,4.689,62.26,3638.1001,41.426,4.4905,3.09,1385.51,9.3392,1623.6899,148.344,1.1713,97.45,3219.5901,818.6,43643.8086,25633.9102,3826.8411,5362.8101,23807.1309,9221.4004,15.11,112071.4297,86.1374,76.6478
2025-09-09,6512.6099,21879.4902,45711.3398,2381.8201,3.943,3.601,4.074,4.718,62.63,3643.3,40.878,4.501,3.117,1385.72,9.4038,1630.71,147.364,1.1769,97.79,3260.05,824.82,43459.2891,25938.1309,3807.292,5368.8198,23718.4492,9242.5,15.04,111530.5469,85.6479,76.5625
2025-09-10,6532.04,21886.0605,45490.9219,2378.01,3.93,3.582,4.032,4.678,63.67,3643.6001,41.133,4.55,3.029,1387.25,9.4111,1623.5699,147.392,1.1703,97.78,3314.53,833.0,43837.6719,26200.2598,3812.2209,5361.4702,23632.9492,9225.4004,15.35,113955.3594,86.1374,76.6194
2025-09-11,6587.4702,22043.0703,46108.0,2421.53,3.928,3.578,4.011,4.651,62.37,3636.8999,41.697,4.5905,2.934,1387.2,9.4148,1622.91,147.332,1.1703,97.54,3344.2,834.76,44372.5,26086.3203,3875.3091,5386.77,23703.6504,9297.5996,14.71,115507.5391,86.7133,76.8089
2025-09-12,6584.29,22141.0996,45834.2188,2397.0601,3.928,3.625,4.061,4.679,62.69,3649.3999,42.387,4.5885,2.941,1389.5,9.4384,1627.42,147.224,1.1735,97.55,3395.54,847.08,44768.1211,26388.1602,3870.5979,5390.71,23698.1504,9283.2998,14.76,116101.5781,86.339,76.7331
2025-09-15,6615.2798,22348.75,45883.4492,2405.1299,3.9,3.602,4.034,4.656,63.3,3682.2,42.517,4.6555,3.043,1393.7,9.4374,1628.46,147.666,1.1726,97.3,3407.3101,852.69,,26446.5605,3860.5039,5440.3999,23748.8594,9277.0,15.69,115444.875,86.5405,76.9511
2025-09-16,6606.7598,22333.9609,45757.8984,2403.03,3.89,3.583,4.026,4.646,64.52,3688.8999,42.471,4.633,3.103,1385.01,9.3956,1628.9399,147.405,1.1764,96.63,3449.6201,851.84,44902.2695,26438.5098,3861.865,5372.3101,23329.2402,9195.7002,16.36,116843.1875,86.7229,76.8942
2025-09-17,6600.3501,22261.3301,46018.3203,2407.3401,3.868,3.649,4.076,4.675,64.05,3681.8,41.722,4.571,3.1,1377.64,9.4091,1634.35,146.413,1.1871,96.87,3413.3999,845.53,44790.3789,26908.3906,3876.3411,5369.7002,23359.1797,9208.4004,15.72,116468.5078,86.5021,76.8184
2025-09-18,6631.96,22470.7207,46142.4219,2467.7,3.88,3.663,4.104,4.72,63.57,3643.7,41.707,4.541,2.939,1378.6899,9.3861,1629.42,146.891,1.1826,97.35,3461.3,857.11,45303.4297,26544.8496,3831.656,5456.6699,23674.5293,9228.0996,15.7,117137.2031,85.6095,76.989
2025-09-19,6664.3599,22631.4805,46315.2695,2448.77,3.878,3.691,4.139,4.756,62.68,3671.5,42.536,4.569,2.888,1386.75,9.3734,1634.53,147.947,1.1791,97.64,3445.24,863.11,45045.8086,26545.0996,3820.0891,5458.4199,23639.4102,9216.7002,15.45,115688.8594,85.4463,77.0175
2025-09-22,6693.75,22788.9805,46381.5391,2463.3401,3.848,3.696,4.143,4.761,62.64,3740.7,43.799,4.573,2.806,1396.23,9.4282,1639.9301,148.095,1.1737,97.33,3468.6499,874.36,45493.6602,26344.1406,3828.5759,5442.0498,23527.0508,9226.7002,16.1,112748.5078,85.1391,77.0743
2025-09-23,6656.9199,22573.4707,46292.7812,2457.51,3.845,3.677,4.12,4.738,63.41,3780.6001,44.192,4.5845,2.853,1389.39,9.404,1639.39,147.725,1.1801,97.26,3486.1899,872.21,,26159.1191,3821.833,5472.3901,23611.3301,9223.2998,16.64,112014.5,85.7343,77.0175
2025-09-24,6637.9702,22497.8594,46121.2812,2434.98,3.858,3.71,4.147,4.758,64.99,3732.1001,43.777,4.7525,2.858,1391.85,9.4284,1644.0699,147.613,1.1814,97.87,3472.1399,860.94,45630.3086,26518.6504,3853.6421,5464.5601,23666.8105,9250.4004,16.18,113328.6328,85.4079,76.9132
2025-09-25,6604.7202,22384.6992,45947.3203,2411.04,3.883,3.767,4.172,4.752,64.98,3736.8999,44.697,4.7,2.904,1403.65,9.4363,1647.6,148.751,1.1745,98.55,3471.1101,852.48,45754.9297,26484.6797,3853.302,5444.8901,23534.8301,9214.0,16.74,109049.2891,85.4079,76.6952
2025-09-26,6643.7002,22484.0703,46247.2891,2434.3201,3.86,3.77,4.187,4.766,65.72,3775.3,46.221,4.7155,2.835,1408.92,9.4013,1642.97,149.861,1.1663,98.15,3386.05,835.19,45354.9883,26128.1992,3828.106,5499.7002,23739.4707,9284.7998,15.29,109712.8281,85.3311,76.8469
2025-09-29,6661.21,22591.1504,46316.0703,2435.25,3.863,3.741,4.141,4.704,63.45,3820.8999,46.612,4.841,3.267,1408.71,9.4287,1648.35,149.405,1.1708,97.91,3431.21,846.71,45043.75,26622.8809,3862.532,5506.8501,23745.0605,9299.7998,16.12,114400.3828,86.0318,76.9796
2025-09-30,6688.46,22660.0098,46397.8906,2436.48,3.845,3.732,4.148,4.732,62.37,3840.8,46.253,4.805,3.303,1399.33,9.4167,1640.49,148.595,1.1731,97.77,3424.6001,841.99,44932.6289,26855.5605,3882.7771,5529.96,23880.7207,9350.4004,16.28,114056.0859,85.7822,76.9511
2025-10-01,6711.2002,22755.1602,46441.1016,2442.3501,3.845,3.68,4.106,4.715,61.78,3867.5,47.29,4.8305,3.476,1403.15,9.4801,1647.17,147.997,1.1736,97.71,3455.8301,845.34,44550.8516,,,5581.21,24113.6191,9446.4004,16.29,118648.9297,86.0038,77.0949
2025-10-02,6715.3501,22844.0508,46519.7188,2458.49,3.848,3.673,4.088,4.695,60.48,3839.7,46.0,4.898,3.442,1401.8199,9.5306,1644.48,147.083,1.1734,97.85,3549.21,854.25,44936.7305,27287.1191,,5645.8101,24422.5605,9427.7002,16.63,120681.2578,86.2542,77.0663
2025-10-03,6715.79,22780.5098,46758.2812,2476.1799,3.858,3.708,4.119,4.714,60.88,3880.8,47.597,5.058,3.324,1405.63,9.5518,1647.22,147.15,1.1725,97.72,,,45769.5,27140.9199,,5651.71,24378.8008,9491.2998,16.65,122266.5312,86.0905,76.9806
2025-10-06,6740.2798,22941.6699,46694.9688,2486.3501,3.86,3.745,4.162,4.758,61.69,3948.5,48.082,4.987,3.357,1406.0601,9.398,1651.2,149.606,1.1712,98.11,,,47944.7617,26957.7695,,5628.7202,24378.2891,9479.0996,16.37,124752.5312,85.4066,76.9997
2025-10-07,6714.5898,22788.3594,46602.9805,2458.4199,3.843,3.706,4.127,4.726,61.73,3976.6001,47.179,5.048,3.498,1409.92,9.379,1650.6,150.331,1.171,98.58,,,47950.8789,,,5613.6201,24385.7793,9483.5996,17.24,121451.3828,85.8978,76.914
2025-10-08,6753.7202,23043.3809,46601.7812,2483.99,3.843,3.72,4.129,4.724,62.55,4043.3,48.656,5.046,3.333,1414.5699,9.3026,1648.95,152.051,1.1655,98.85,,,47734.9883,26829.4609,,5649.73,24597.1309,9548.9004,16.3,123354.8672,85.9653,76.7997
2025-10-09,6735.1099,23024.6309,46358.4219,2468.8501,3.853,3.741,4.148,4.733,61.51,3946.3,46.85,5.0755,3.269,1422.52,9.3166,1653.49,152.68,1.1632,99.54,,,48580.4414,26752.5898,3933.9719,5625.5601,24611.25,9509.4004,16.43,121705.5859,85.8978,76.5807
2025-10-10,6552.5098,22204.4297,45479.6016,2394.5901,3.853,3.646,4.051,4.634,58.9,3975.8999,46.938,4.8485,3.106,1421.51,9.2929,1643.4301,152.965,1.1566,98.98,3610.6001,859.49,48088.8008,26290.3203,3897.0281,5531.3198,24241.4609,9427.5,21.66,113214.3672,87.2848,76.1331
2025-10-13,6654.7202,22694.6094,46067.5781,2461.4199,3.853,3.646,4.051,4.631,59.49,4108.6001,50.13,5.1005,3.118,1429.03,9.3968,1615.22,152.056,1.1602,99.27,3584.55,860.49,,25889.4805,3889.502,5568.1899,24387.9297,9442.9004,19.03,115271.0781,87.2367,76.6092
2025-10-14,6644.3101,22521.6992,46270.4609,2495.5,3.853,3.604,4.022,4.623,58.7,4138.7002,50.314,4.9805,3.028,1426.0699,9.3494,1648.95,152.434,1.1567,99.05,3561.8101,847.96,46847.3203,25441.3496,3865.229,5552.0498,24236.9395,9452.7998,20.81,113118.6641,87.516,76.695
2025-10-15,6671.0601,22670.0801,46253.3086,2519.75,3.858,3.63,4.046,4.639,58.27,4176.8999,51.073,4.972,3.016,1429.4301,9.4202,1658.13,151.731,1.1602,98.79,3657.28,864.72,47672.6719,25910.5996,3912.209,5605.0298,24181.3691,9424.7998,20.64,110783.1641,87.3234,76.9426
2025-10-16,6629.0698,22562.5391,45952.2383,2467.02,3.853,3.55,3.976,4.583,57.46,4280.2002,53.023,4.958,2.938,1420.09,9.4062,1653.55,150.974,1.1646,98.39,3748.3701,865.41,48277.7383,25888.5098,3916.228,5652.0098,24272.1895,9436.0996,25.31,108186.0391,87.9783,76.6664
2025-10-17,6664.0098,22679.9707,46190.6094,2452.1699,3.832,3.592,4.007,4.603,57.54,4189.8999,49.864,4.9315,3.008,1415.72,9.4304,1655.27,150.12,1.17,98.43,3748.8899,859.54,47582.1484,25247.0996,3839.7549,5607.3901,23830.9902,9354.5996,20.78,106467.7891,87.8435,76.8664
2025-10-20,6735.1299,22990.5391,46706.5781,2499.9099,3.798,3.578,3.986,4.576,57.52,4336.3999,51.119,4.998,3.397,1419.74,9.4063,1653.09,150.9,1.1657,98.59,3814.6899,875.77,49185.5,25858.8301,3863.8931,5680.9302,24258.8008,9403.5996,18.23,110588.9297,88.1806,77.0187
2025-10-21,6735.3501,22953.6699,46924.7383,2487.6899,3.785,3.56,3.963,4.548,57.82,4087.7,47.45,4.93,3.474,1419.74,9.4165,1653.12,150.774,1.1644,98.93,3823.8401,872.5,49316.0586,26027.5508,3916.332,5686.8301,24330.0293,9427.0,17.87,108476.8906,88.6141,76.9044
2025-10-22,6699.3999,22740.4004,46590.4102,2451.55,3.788,3.552,3.953,4.539,58.5,4044.3999,47.461,4.961,3.45,1430.74,9.4184,1659.53,151.893,1.16,98.9,3883.6799,879.15,49307.7891,25781.7695,3913.7581,5639.21,24151.1309,9515.0,18.6,107688.5859,88.6718,76.8283
2025-10-23,6738.4399,22941.8008,46734.6094,2482.6599,3.788,3.597,3.991,4.573,61.79,4125.5,48.482,5.082,3.344,1430.4,9.4127,1660.7,151.954,1.1608,98.94,3845.5601,872.03,48641.6094,25967.9805,3922.4099,5668.3301,24207.7891,9578.5996,17.3,110069.7266,88.065,76.9997
2025-10-24,6791.6899,23204.8691,47207.1211,2513.47,3.763,3.602,3.997,4.585,61.5,4118.3999,48.377,5.0935,3.304,1435.84,9.4082,1667.8101,152.602,1.1618,98.95,3941.5901,883.08,49299.6484,26160.1504,3950.312,5674.5,24239.8906,9645.5996,16.37,111033.9219,88.1035,77.2092
2025-10-27,6875.1602,23637.4609,47544.5898,2520.4399,3.718,3.614,3.997,4.57,61.31,4001.8999,46.562,5.1405,3.442,1436.97,9.3876,1668.72,153.061,1.1632,98.78,4042.8301,902.7,50512.3203,26433.6992,3996.9451,5711.0601,24308.7793,9653.7998,15.79,114119.3281,88.4021,77.3996
2025-10-28,6890.8901,23827.4902,47706.3711,2506.6499,3.72,3.613,3.983,4.547,60.15,3966.2,47.125,5.1405,3.345,1430.97,9.3703,1666.88,152.692,1.1652,98.69,4010.4099,903.3,50219.1797,26346.1406,3988.2241,5704.3501,24278.6309,9696.7002,16.42,112956.1641,88.6333,77.3234
2025-10-29,6890.5898,23958.4707,47632.0,2484.8101,3.73,3.697,4.058,4.6,60.48,3983.7,47.721,5.2335,3.376,1425.97,9.3913,1661.28,151.731,1.1658,99.22,4081.1499,901.59,51307.6484,,4016.3311,5705.8101,24124.2109,9756.0996,16.92,110055.3047,87.7375,77.0854
2025-10-30,6822.3398,23581.1406,47522.1211,2465.95,3.757,3.72,4.093,4.647,60.57,4001.3,48.428,5.078,3.956,1424.01,9.3234,1651.76,152.722,1.1603,99.53,4086.8899,890.86,51325.6094,26282.6895,3986.9009,5699.1802,24118.8906,9760.0996,16.91,108305.5469,87.2271,76.9426
2025-10-31,6840.2002,23724.9609,47562.8711,2479.3799,3.718,3.717,4.101,4.67,60.98,3982.2,47.994,5.0655,4.124,1424.02,9.2524,1647.04,153.9,1.1572,99.8,4107.5,900.42,52411.3398,25906.6504,3954.79,5662.04,23958.3008,9717.2998,17.44,109556.1641,86.967,76.9426
2025-11-03,6851.9702,23834.7207,47336.6797,2471.24,3.783,3.715,4.106,4.689,61.05,4000.3,47.888,5.047,4.266,1427.17,9.2734,1646.46,154.195,1.1528,99.87,4221.8701,914.55,,26158.3594,3976.521,5679.25,24132.4102,9701.4004,17.17,106547.5234,86.7495,76.7033
2025-11-04,6771.5498,23348.6406,47085.2383,2427.3401,3.793,3.701,4.089,4.67,60.56,3947.7,47.13,4.926,4.343,1428.97,9.2662,1645.72,154.204,1.1519,100.22,4121.7402,926.57,51497.1992,25952.4004,3960.186,5660.2002,23949.1094,9715.0,19.0,101590.5234,86.9428,76.7128
2025-11-05,6796.29,23499.8008,47311.0,2464.78,3.788,3.765,4.157,4.736,59.6,3980.3,47.863,4.963,4.232,1439.8101,9.3764,1653.05,153.557,1.1486,100.2,4004.4199,901.89,50212.2695,25935.4102,3969.248,5669.1299,24049.7402,9777.0996,18.01,103891.8359,85.9955,76.7894
2025-11-06,6720.3198,23053.9902,46912.3008,2418.8201,3.763,3.689,4.093,4.688,59.43,3979.8999,47.794,4.9455,4.357,1439.74,9.3448,1654.26,154.073,1.1497,99.73,4026.45,898.17,50883.6797,26485.9004,4007.76,5611.1802,23734.0195,9735.7998,19.5,101301.2891,86.7688,76.8181
2025-11-07,6728.7998,23004.5391,46987.1016,2432.8201,3.757,3.68,4.093,4.7,59.75,3999.3999,48.017,4.938,4.315,1447.9,9.4655,1671.6899,152.948,1.1549,99.6,3953.76,876.81,50276.3711,26241.8301,3997.5559,5566.5298,23569.9609,9682.5996,19.08,103372.4062,86.5852,76.8851
2025-11-10,6832.4302,23527.1699,47368.6289,2455.6499,3.783,3.71,4.11,4.702,60.13,4111.7998,50.177,5.087,4.338,1454.0,9.4519,1669.09,153.817,1.1544,99.62,4073.24,888.35,50911.7617,26649.0605,4018.5969,5664.46,23959.9902,9787.2002,17.6,105996.5938,86.5658,77.1435
2025-11-11,6846.6099,23468.3008,47927.9609,2458.28,3.783,3.719,4.12,4.71,61.04,4106.7998,50.618,5.0485,4.565,1456.09,9.4457,1682.84,154.146,1.1557,99.46,4106.3901,884.27,50842.9297,26696.4102,4002.7581,5725.7002,24088.0605,9899.5996,17.28,102997.4688,86.9622,77.2297
2025-11-12,6850.9199,23406.4609,48254.8203,2450.8,3.778,3.668,4.065,4.661,58.49,4204.3999,53.332,5.0895,4.533,1459.84,9.4743,1690.86,154.075,1.1587,99.48,4150.3901,906.51,51063.3086,26922.7305,4000.1399,5787.3101,24381.4609,9911.4004,17.51,101663.1875,87.1168,77.0765
2025-11-13,6737.4902,22870.3594,47457.2188,2382.98,3.793,3.703,4.112,4.702,58.69,4186.8999,53.074,5.0875,4.646,1468.02,9.4881,1700.9399,154.713,1.1592,99.18,4170.6299,918.37,51281.8281,27073.0293,4029.501,5742.79,24041.6191,9807.7002,20.0,99697.4922,86.4015,76.7607
2025-11-14,6734.1099,22900.5898,47147.4805,2388.23,3.788,3.735,4.148,4.747,60.09,4087.6001,50.59,5.0495,4.566,1468.71,9.4976,1707.99,154.633,1.1632,99.27,4011.5701,897.9,50376.5312,26572.4609,3990.4919,5693.77,23876.5508,9698.4004,19.83,94397.7891,85.9085,76.7798
2025-11-17,6672.4102,22708.0703,46590.2383,2341.3799,3.772,3.721,4.133,4.736,59.91,4068.3,50.625,5.0,4.361,1446.53,9.3562,1674.89,154.585,1.1615,99.59,4089.25,902.67,50323.9102,26384.2793,3972.0349,5640.9399,23590.5195,9675.4004,22.38,92093.875,86.1211,76.6554
2025-11-18,6617.3198,22432.8496,46091.7383,2348.74,3.772,3.694,4.123,4.743,60.74,4061.3,50.45,4.9625,4.371,1461.6899,9.4138,1694.24,155.273,1.1591,99.55,3953.6201,878.7,48702.9805,25930.0293,3939.813,5534.71,23180.5293,9552.2998,24.69,92948.875,86.0921,76.6745
2025-11-19,6642.1602,22564.2305,46138.7695,2347.8899,3.772,3.708,4.133,4.752,59.44,4077.7,50.79,5.008,4.55,1456.55,9.364,1686.46,155.548,1.1581,100.23,3929.51,871.32,48537.6992,25830.6504,3946.7419,5542.0498,23162.9199,9507.4004,23.66,91465.9922,85.9181,76.7128
2025-11-20,6538.7598,22078.0508,45752.2617,2305.1101,3.775,3.673,4.106,4.732,59.14,4056.5,50.247,4.9595,4.474,1466.13,9.3389,1691.4,156.992,1.1541,100.16,4004.8501,891.94,49823.9414,25835.5703,3931.051,5569.9199,23278.8496,9527.7002,26.42,86631.8984,86.2565,76.665
2025-11-21,6602.9902,22273.0801,46245.4102,2369.5901,3.74,3.618,4.063,4.715,58.06,4076.7,49.873,5.0085,4.58,1473.25,9.3625,1698.24,157.369,1.1535,100.18,3853.26,863.95,48625.8789,25220.0195,3834.8911,5515.0898,23091.8691,9539.7002,23.43,85090.6875,86.5175,76.9234
2025-11-24,6705.1201,22872.0098,46448.2695,2414.28,3.73,3.605,4.038,4.678,58.84,4091.8999,50.295,4.962,4.549,1467.73,9.3666,1690.39,156.688,1.1508,100.14,3846.0601,856.44,,25716.5,3836.7649,5528.6699,23239.1797,9534.9004,20.52,88270.5625,87.0105,77.134
2025-11-25,6765.8799,23025.5898,47112.4492,2465.98,3.732,3.565,4.002,4.658,57.95,4139.2002,50.934,4.9995,4.424,1474.86,9.3984,1699.4,156.939,1.152,99.66,3857.78,856.03,48659.5195,25894.5508,3870.0229,5573.9102,23464.6309,9609.5,18.56,87341.8906,87.2328,77.4019
2025-11-26,6812.6099,23214.6895,47427.1211,2486.1201,3.753,3.572,3.998,4.644,58.65,4165.2002,52.916,5.1045,4.558,1464.92,9.3718,1694.59,156.23,1.1565,99.6,3960.8701,877.32,49559.0703,25928.0801,3864.1841,5655.5801,23726.2207,9691.5996,17.19,90518.3672,87.6195,77.4785
2025-11-28,6849.0898,23365.6895,47716.4219,2500.4299,3.697,3.6,4.017,4.665,58.55,4218.2998,56.446,5.1855,4.85,1461.4,9.3503,1694.25,156.284,1.16,99.46,3926.5901,912.67,50253.9102,25858.8906,3888.5959,5668.1699,23836.7891,9720.5,16.35,90919.2656,87.2038,77.5168
2025-12-01,6812.6299,23275.9199,47289.3281,2469.1299,3.693,3.673,4.096,4.744,59.32,4239.2998,58.418,5.219,4.921,1465.62,9.3997,1693.46,155.928,1.1601,99.41,3920.3701,922.38,49303.2812,26033.2598,3914.0061,5667.48,23589.4395,9702.5,17.24,86321.5703,86.1182,77.3774
2025-12-02,6829.3701,23413.6699,47474.4609,2464.98,3.672,3.659,4.086,4.741,58.64,4186.6001,57.983,5.161,4.84,1470.17,9.4506,1706.52,155.557,1.1608,99.36,3994.9299,928.42,49303.4492,26095.0508,3897.7119,5686.1699,23710.8594,9701.7998,16.59,91350.2031,86.1571,77.5216
2025-12-03,6849.7202,23454.0898,47882.8984,2512.1399,3.635,3.624,4.057,4.725,58.95,4199.2998,57.921,5.308,4.995,1467.36,9.4179,1705.4301,155.807,1.1628,98.85,4036.3,932.01,49864.6797,25760.7305,3878.0,5694.5601,23693.7109,9692.0996,16.08,93527.8047,86.3996,77.5889
2025-12-04,6857.1201,23505.1406,47850.9414,2531.1599,3.612,3.682,4.108,4.765,59.67,4211.7998,56.847,5.2915,5.063,1465.03,9.4462,1709.6801,155.107,1.1667,98.99,4028.51,929.83,51028.4219,25935.9004,3875.793,5718.0801,23882.0293,9710.9004,15.78,92141.625,85.9339,77.6466
2025-12-05,6870.3999,23578.1309,47954.9883,2521.48,3.603,3.715,4.139,4.792,60.08,4212.8999,58.422,5.382,5.289,1472.38,9.4909,1714.21,155.142,1.1643,98.99,4100.0498,924.74,50491.8711,26085.0801,3902.8081,5723.9302,24028.1406,9667.0,15.41,89387.7578,85.5362,77.6466
2025-12-08,6846.5098,23545.9004,47739.3203,2520.98,3.618,3.753,4.172,4.816,58.88,4187.2002,57.779,5.3645,4.912,1471.8101,9.4736,1711.8101,155.34,1.164,99.09,4154.8501,927.79,50581.9414,25765.3594,3924.0779,5725.5898,24046.0098,9645.0996,16.66,90640.2031,85.2548,77.4543
2025-12-09,6840.5098,23576.4902,47560.2891,2526.24,3.632,3.78,4.186,4.809,58.25,4206.7002,60.169,5.2405,4.574,1468.51,9.4224,1709.05,155.844,1.1641,99.22,4143.5498,931.35,50655.1016,25434.2305,3909.521,5718.3198,24162.6504,9642.0,16.93,92691.7109,85.3421,77.3678
2025-12-10,6886.6802,23654.1504,48057.75,2559.6101,3.593,3.757,4.164,4.797,58.46,4196.3999,60.379,5.2755,4.595,1467.9301,9.3599,1706.36,156.838,1.1628,98.79,4135.0,935.0,50602.8008,25540.7793,3900.4961,5708.1201,24130.1406,9655.5,15.77,92020.9453,85.672,77.6274
2025-12-11,6901.0,23593.8594,48704.0117,2590.6101,3.568,3.715,4.141,4.79,57.6,4285.5,63.929,5.427,4.231,1469.04,9.4291,1717.99,155.79,1.1701,98.35,4110.6201,934.64,50148.8203,25530.5098,3873.3181,5753.96,24294.6094,9703.2002,14.85,92511.3359,85.5556,77.6178
2025-12-12,6827.4102,23195.1699,48458.0508,2551.46,3.525,3.751,4.194,4.858,57.44,4300.1001,61.362,5.2835,4.113,1470.85,9.4542,1726.0699,155.567,1.1739,98.4,4167.1602,937.34,50836.5508,25976.7891,3889.3459,5720.71,24186.4902,9649.0,15.74,90270.4141,84.731,77.4735
2025-12-15,6816.5098,23057.4102,48416.5586,2530.6699,3.538,3.733,4.182,4.851,56.82,4306.7002,62.94,5.3385,4.012,1472.91,9.4485,1722.61,155.888,1.1738,98.15,4090.5901,938.83,50168.1094,25628.8809,3867.9209,5752.52,24229.9102,9751.2998,16.5,86419.7812,84.7892,77.512
2025-12-16,6800.2598,23111.4609,48114.2617,2519.3,3.545,3.693,4.149,4.824,55.27,4304.5,62.7,5.287,3.886,1467.48,9.4661,1724.27,155.015,1.1755,98.15,3999.1299,916.11,49383.2891,25235.4102,3824.812,5717.8301,24076.8691,9684.7998,16.48,87843.9844,85.2548,77.5601
2025-12-17,6721.4302,22693.3203,47885.9688,2492.3,3.543,3.695,4.151,4.828,55.94,4347.5,66.237,5.3635,4.024,1471.74,9.5084,1728.9399,154.778,1.175,98.37,4056.4099,911.07,49512.2812,25468.7793,3870.2781,5681.6699,23960.5898,9774.2998,17.62,86143.7578,85.1772,77.4639
2025-12-18,6774.7598,23006.3594,47951.8516,2507.8701,3.522,3.66,4.116,4.799,56.15,4339.5,64.592,5.3665,3.908,1474.0,9.4795,1730.16,155.495,1.1742,98.43,3994.51,901.33,49001.5,25498.1309,3876.3711,5741.71,24199.5,9837.7998,16.87,85462.5078,85.5847,77.6755
2025-12-19,6834.5,23307.6191,48134.8906,2529.4299,3.522,3.693,4.151,4.828,56.66,4361.3999,66.845,5.4395,3.984,1474.36,9.4749,1729.0,155.586,1.1726,98.6,4020.55,915.27,49507.2109,25690.5293,3890.448,5760.3501,24288.4004,9897.4004,14.91,88103.3828,85.2652,77.6378
2025-12-22,6878.4902,23428.8301,48362.6797,2558.78,3.528,3.718,4.169,4.842,58.01,4444.6001,67.906,5.4375,3.965,1473.72,9.3458,1730.78,157.676,1.1708,98.29,4105.9302,929.14,50402.3906,25801.7695,3917.364,5743.6899,24283.9707,9866.0,14.08,88490.0156,85.0802,77.7054
2025-12-23,6909.79,23561.8398,48442.4102,2541.1201,3.547,3.734,4.169,4.831,58.38,4482.7998,70.485,5.476,4.408,1476.84,9.4128,1736.46,156.877,1.1766,97.94,4117.3198,919.56,50412.8711,25774.1406,3919.979,5749.2798,24340.0605,9889.2002,14.0,87414.0,85.2165,77.7634
2025-12-24,6932.0498,23613.3105,48731.1602,2548.0801,3.555,3.717,4.136,4.798,58.35,4480.6001,71.031,5.4985,4.242,1478.67,9.4687,1743.59,156.176,1.1796,97.98,4108.6201,915.2,50344.1016,25818.9297,3940.947,,,9870.7002,13.47,87611.9609,85.7327,77.9083
2025-12-26,6929.9399,23593.0996,48710.9688,2534.3501,3.543,3.697,4.136,4.82,56.74,4529.1001,76.486,5.7665,4.366,1446.52,9.2667,1699.55,156.09,1.1785,98.02,4129.6802,919.67,50750.3906,,3963.679,,,,13.6,87301.4297,85.4503,77.8697
2025-12-29,6905.7402,23474.3496,48461.9297,2519.8,3.538,3.677,4.116,4.805,58.08,4325.1001,69.856,5.4905,4.687,1441.33,9.2371,1703.38,156.463,1.1773,98.04,4220.5601,932.59,50526.9219,25635.2305,3965.28,5751.71,24351.1191,9866.5,14.2,87138.1406,85.7717,77.8987
